iTOW,velN,velE,velD,speed,gSpeed,heading,sAcc,cAcc
94542900,0,0,0,0,0,0.0,1,57.29578
94543000,0,0,0,0,0,0.0,1,57.29578
94543200,0,0,0,0,0,0.0,1,57.29578
94543300,0,0,0,0,0,0.0,1,57.29578
94543400,0,0,0,0,0,0.0,1,57.29578
94543500,0,0,0,0,0,0.0,1,57.29578
94543600,0,0,0,0,0,0.0,1,57.29578
94543700,0,0,0,0,0,0.0,1,57.29578
94543800,0,0,0,0,0,0.0,1,57.29578
94543900,0,0,0,0,0,0.0,1,57.29578
94544000,0,0,0,0,0,0.0,1,57.29578
94544200,0,0,0,0,0,0.0,1,57.29578
94544300,0,0,0,0,0,0.0,1,57.29578
94544400,0,0,0,0,0,0.0,1,57.29578
94544500,0,0,0,0,0,0.0,1,57.29578
94544600,0,0,0,0,0,0.0,1,57.29578
94544700,0,0,0,0,0,0.0,1,57.29578
94544800,0,0,0,0,0,0.0,1,57.29578
94544900,0,0,0,0,0,0.0,1,57.29578
94545000,0,0,0,0,0,0.0,1,57.29578
94545100,0,0,0,0,0,0.0,1,57.29578
94545200,0,0,0,0,0,0.0,1,57.29578
94545400,0,0,0,0,0,0.0,1,57.29578
94545500,0,0,0,0,0,0.0,1,57.29578
94545600,0,0,0,0,0,0.0,1,57.29578
94545700,0,0,0,0,0,0.0,1,57.29578
94545800,0,0,0,0,0,0.0,1,57.29578
94545900,0,0,0,0,0,0.0,1,57.29578
94546000,0,0,0,0,0,0.0,1,57.29578
94546200,0,0,0,0,0,0.0,1,57.29578
94546300,0,0,0,0,0,0.0,1,57.29578
94546400,0,0,0,0,0,0.0,1,57.29578
94546500,0,0,0,0,0,0.0,1,57.29578
94546600,0,0,0,0,0,0.0,1,57.29578
94546700,0,0,0,0,0,0.0,1,57.29578
94546800,0,0,0,0,0,0.0,1,57.29578
94546900,0,0,0,0,0,0.0,1,57.29578
94547000,0,0,0,0,0,0.0,1,57.29578
94547200,0,0,0,0,0,0.0,1,57.29578
94547300,0,0,0,0,0,0.0,1,57.29578
94547400,0,0,0,0,0,0.0,1,57.29578
94547500,0,0,0,0,0,0.0,1,57.29578
94547600,0,0,0,0,0,0.0,1,57.29578
94547700,0,0,0,0,0,0.0,1,57.29578
94547800,0,0,0,0,0,0.0,1,57.29578
94547900,0,0,0,0,0,0.0,1,57.29578
94548000,0,0,0,0,0,0.0,1,57.29578
94548200,0,0,0,0,0,0.0,1,57.29578
94548300,0,0,0,0,0,0.0,1,57.29578
94548400,0,0,0,0,0,0.0,1,57.29578
94548500,0,0,0,0,0,0.0,1,57.29578
94548600,0,0,0,0,0,0.0,1,57.29578
94548700,0,0,0,0,0,0.0,1,57.29578
94548800,0,0,0,0,0,0.0,1,57.29578
94548900,0,0,0,0,0,0.0,1,57.29578
94549000,0,0,0,0,0,0.0,1,57.29578
94549200,0,0,0,0,0,0.0,1,57.29578
94549300,0,0,0,0,0,0.0,1,57.29578
94549400,0,0,0,0,0,0.0,1,57.29578
94549500,0,0,0,0,0,0.0,1,57.29578
94549600,0,0,0,0,0,0.0,1,57.29578
94549700,0,0,0,0,0,0.0,1,57.29578
94549800,0,0,0,0,0,0.0,1,57.29578
94549900,0,0,0,0,0,0.0,1,57.29578
94550000,0,0,0,0,0,0.0,1,57.29578
94550200,0,0,0,0,0,0.0,1,57.29578
94550300,0,0,0,0,0,0.0,1,57.29578
94550400,0,0,0,0,0,0.0,1,57.29578
94550500,0,0,0,0,0,0.0,1,57.29578
94550600,0,0,0,0,0,0.0,1,57.29578
94550700,0,0,0,0,0,0.0,1,57.29578
94550800,0,0,0,0,0,0.0,1,57.29578
94550900,0,0,0,0,0,0.0,1,57.29578
94551000,0,0,0,0,0,0.0,1,57.29578
94551100,0,0,0,0,0,0.0,1,57.29578
94551200,0,0,0,0,0,0.0,1,57.29578
94551300,0,0,0,0,0,0.0,1,57.29578
94551400,0,0,0,0,0,0.0,1,57.29578
94551500,0,0,0,0,0,0.0,1,57.29578
94551600,0,0,0,0,0,0.0,1,57.29578
94551700,0,0,0,0,0,0.0,1,57.29578
94551800,0,0,0,0,0,0.0,1,57.29578
94551900,0,0,0,0,0,0.0,1,57.29578
94552000,0,0,0,0,0,0.0,1,57.29578
94552200,0,0,0,0,0,0.0,1,57.29578
94552300,0,0,0,0,0,0.0,1,57.29578
94552400,0,0,0,0,0,0.0,1,57.29578
94552500,0,0,0,0,0,0.0,1,57.29578
94552600,0,0,0,0,0,0.0,1,57.29578
94552700,0,0,0,0,0,0.0,1,57.29578
94552800,0,0,0,0,0,0.0,1,57.29578
94552900,0,0,0,0,0,0.0,1,57.29578
94553000,0,0,0,0,0,0.0,1,57.29578
94553100,0,0,0,0,0,0.0,1,57.29578
94553200,0,0,0,0,0,0.0,1,57.29578
94553300,0,0,0,0,0,0.0,1,57.29578
94553400,0,0,0,0,0,0.0,1,57.29578
94553500,0,0,0,0,0,0.0,1,57.29578
94553600,0,0,0,0,0,0.0,1,57.29578
94553700,0,0,0,0,0,0.0,1,57.29578
94553800,0,0,0,0,0,0.0,1,57.29578
94553900,0,0,0,0,0,0.0,1,57.29578
94554000,0,0,0,0,0,0.0,1,57.29578
94554200,0,0,0,0,0,0.0,1,57.29578
94554300,0,0,0,0,0,0.0,1,57.29578
94554400,0,0,0,0,0,0.0,1,57.29578
94554500,0,0,0,0,0,0.0,1,57.29578
94554600,0,0,0,0,0,0.0,1,57.29578
94554700,0,0,0,0,0,0.0,1,57.29578
94554800,0,0,0,0,0,0.0,1,57.29578
94554900,0,0,0,0,0,0.0,1,57.29578
94555000,0,0,0,0,0,0.0,1,57.29578
94555100,0,0,0,0,0,0.0,1,57.29578
94555200,0,0,0,0,0,0.0,1,57.29578
94555300,0,0,0,0,0,0.0,1,57.29578
94555400,0,0,0,0,0,0.0,1,57.29578
94555500,0,0,0,0,0,0.0,1,57.29578
94555600,0,0,0,0,0,0.0,1,57.29578
94555700,0,0,0,0,0,0.0,1,57.29578
94555800,0,0,0,0,0,0.0,1,57.29578
94555900,0,0,0,0,0,0.0,1,57.29578
94556000,0,0,0,0,0,0.0,1,57.29578
94556200,0,0,0,0,0,0.0,1,57.29578
94556300,0,0,0,0,0,0.0,1,57.29578
94556400,0,0,0,0,0,0.0,1,57.29578
94556500,0,0,0,0,0,0.0,1,57.29578
94556600,0,0,0,0,0,0.0,1,57.29578
94556700,0,0,0,0,0,0.0,1,57.29578
94556800,0,0,0,0,0,0.0,1,57.29578
94556900,0,0,0,0,0,0.0,1,57.29578
94557000,0,0,0,0,0,0.0,1,57.29578
94557200,0,0,0,0,0,0.0,1,57.29578
94557300,0,0,0,0,0,0.0,1,57.29578
94557400,0,0,0,0,0,0.0,1,57.29578
94557500,0,0,0,0,0,0.0,1,57.29578
94557600,0,0,0,0,0,0.0,1,57.29578
94557700,0,0,0,0,0,0.0,1,57.29578
94557800,0,0,0,0,0,0.0,1,57.29578
94557900,0,0,0,0,0,0.0,1,57.29578
94558000,0,0,0,0,0,0.0,1,57.29578
94558100,0,0,0,0,0,0.0,1,57.29578
94558200,0,0,0,0,0,0.0,1,57.29578
94558300,0,0,0,0,0,0.0,1,57.29578
94558400,0,0,0,0,0,0.0,1,57.29578
94558500,0,0,0,0,0,0.0,1,57.29578
94558600,0,0,0,0,0,0.0,1,57.29578
94558700,0,0,0,0,0,0.0,1,57.29578
94558800,0,0,0,0,0,0.0,1,57.29578
94558900,0,0,0,0,0,0.0,1,57.29578
94559000,0,0,0,0,0,0.0,1,57.29578
94559100,0,0,0,0,0,0.0,1,57.29578
94559200,0,0,0,0,0,0.0,1,57.29578
94559300,0,0,0,0,0,0.0,1,57.29578
94559400,0,0,0,0,0,0.0,1,57.29578
94559500,0,0,0,0,0,0.0,1,57.29578
94559600,0,0,0,0,0,0.0,1,57.29578
94559700,0,0,0,0,0,0.0,1,57.29578
94559800,0,0,0,0,0,0.0,1,57.29578
94559900,0,0,0,0,0,0.0,1,57.29578
94560000,0,0,0,0,0,0.0,1,57.29578
94560200,0,0,0,0,0,0.0,1,57.29578
94560300,0,0,0,0,0,0.0,1,57.29578
94560400,0,0,0,0,0,0.0,1,57.29578
94560500,0,0,0,0,0,0.0,1,57.29578
94560600,0,0,0,0,0,0.0,1,57.29578
94560700,0,0,0,0,0,0.0,1,57.29578
94560800,0,0,0,0,0,0.0,1,57.29578
94560900,0,0,0,0,0,0.0,1,57.29578
94561000,0,0,0,0,0,0.0,1,57.29578
94561100,0,0,0,0,0,0.0,1,57.29578
94561200,0,0,0,0,0,0.0,1,57.29578
94561300,0,0,0,0,0,0.0,1,57.29578
94561400,0,0,0,0,0,0.0,1,57.29578
94561500,0,0,0,0,0,0.0,1,57.29578
94561600,0,0,0,0,0,0.0,1,57.29578
94561700,0,0,0,0,0,0.0,1,57.29578
94561800,0,0,0,0,0,0.0,1,57.29578
94561900,0,0,0,0,0,0.0,1,57.29578
94562000,0,0,0,0,0,0.0,1,57.29578
94562100,0,0,0,0,0,0.0,1,57.29578
94562200,0,0,0,0,0,0.0,1,57.29578
94562300,0,0,0,0,0,0.0,1,57.29578
94562400,0,0,0,0,0,0.0,1,57.29578
94562500,0,0,0,0,0,0.0,1,57.29578
94562600,0,0,0,0,0,0.0,1,57.29578
94562700,0,0,0,0,0,0.0,1,57.29578
94562800,0,0,0,0,0,0.0,1,57.29578
94562900,0,0,0,0,0,0.0,1,57.29578
94563000,0,0,0,0,0,0.0,1,57.29578
94563100,0,0,0,0,0,0.0,1,57.29578
94563200,0,0,0,0,0,0.0,1,57.29578
94563300,0,0,0,0,0,0.0,1,57.29578
94563400,0,0,0,0,0,0.0,1,57.29578
94563500,0,0,0,0,0,0.0,1,57.29578
94563600,0,0,0,0,0,0.0,1,57.29578
94563700,0,0,0,0,0,0.0,1,57.29578
94563800,0,0,0,0,0,0.0,1,57.29578
94563900,0,0,0,0,0,0.0,1,57.29578
94564000,0,0,0,0,0,0.0,1,57.29578
94564100,0,0,0,0,0,0.0,1,57.29578
94564200,0,0,0,0,0,0.0,1,57.29578
94564300,0,0,0,0,0,0.0,1,57.29578
94564400,0,0,0,0,0,0.0,1,57.29578
94564500,0,0,0,0,0,0.0,1,57.29578
94564600,0,0,0,0,0,0.0,1,57.29578
94564700,0,0,0,0,0,0.0,1,57.29578
94564800,0,0,0,0,0,0.0,1,57.29578
94564900,0,0,0,0,0,0.0,1,57.29578
94565000,0,0,0,0,0,0.0,1,57.29578
94565100,0,0,0,0,0,0.0,1,57.29578
94565200,0,0,0,0,0,0.0,1,57.29578
94565300,0,0,0,0,0,0.0,1,57.29578
94565400,0,0,0,0,0,0.0,1,57.29578
94565500,0,0,0,0,0,0.0,1,57.29578
94565600,0,0,0,0,0,0.0,1,57.29578
94565700,0,0,0,0,0,0.0,1,57.29578
94565800,0,0,0,0,0,0.0,1,57.29578
94565900,0,0,0,0,0,0.0,1,57.29578
94566000,0,0,0,0,0,0.0,1,57.29578
94566100,0,0,0,0,0,0.0,1,57.29578
94566200,0,0,0,0,0,0.0,1,57.29578
94566300,0,0,0,0,0,0.0,1,57.29578
94566400,0,0,0,0,0,0.0,1,57.29578
94566500,0,0,0,0,0,0.0,1,57.29578
94566600,0,0,0,0,0,0.0,1,57.29578
94566700,0,0,0,0,0,0.0,1,57.29578
94566800,0,0,0,0,0,0.0,1,57.29578
94566900,0,0,0,0,0,0.0,1,57.29578
94567000,0,0,0,0,0,0.0,1,57.29578
94567100,0,0,0,0,0,0.0,1,57.29578
94567200,0,0,0,0,0,0.0,1,57.29578
94567300,0,0,0,0,0,0.0,1,57.29578
94567400,0,0,0,0,0,0.0,1,57.29578
94567500,0,0,0,0,0,0.0,1,57.29578
94567600,0,0,0,0,0,0.0,1,57.29578
94567700,0,0,0,0,0,0.0,1,57.29578
94567800,0,0,0,0,0,0.0,1,57.29578
94567900,0,0,0,0,0,0.0,1,57.29578
94568000,0,0,0,0,0,0.0,1,57.29578
94568100,0,0,0,0,0,0.0,1,57.29578
94568200,0,0,0,0,0,0.0,1,57.29578
94568300,0,0,0,0,0,0.0,1,57.29578
94568400,0,0,0,0,0,0.0,1,57.29578
94568500,0,0,0,0,0,0.0,1,57.29578
94568600,0,0,0,0,0,0.0,1,57.29578
94568700,0,0,0,0,0,0.0,1,57.29578
94568800,0,0,0,0,0,0.0,1,57.29578
94568900,0,0,0,0,0,0.0,1,57.29578
94569000,0,0,0,0,0,0.0,1,57.29578
94569100,0,0,0,0,0,0.0,1,57.29578
94569200,0,0,0,0,0,0.0,1,57.29578
94569300,0,0,0,0,0,0.0,1,57.29578
94569400,0,0,0,0,0,0.0,1,57.29578
94569500,0,0,0,0,0,0.0,1,57.29578
94569600,0,0,0,0,0,0.0,1,57.29578
94569700,0,0,0,0,0,0.0,1,57.29578
94569800,0,0,0,0,0,0.0,1,57.29578
94569900,0,0,0,0,0,0.0,1,57.29578
94570000,0,0,0,0,0,0.0,1,57.29578
94570100,0,0,0,0,0,0.0,1,57.29578
94570200,0,0,0,0,0,0.0,1,57.29578
94570300,0,0,0,0,0,0.0,1,57.29578
94570400,0,0,0,0,0,0.0,1,57.29578
94570500,0,0,0,0,0,0.0,1,57.29578
94570600,0,0,0,0,0,0.0,1,57.29578
94570700,0,0,0,0,0,0.0,1,57.29578
94570800,0,0,0,0,0,0.0,1,57.29578
94570900,0,0,0,0,0,0.0,1,57.29578
94571000,0,0,0,0,0,0.0,1,57.29578
94571100,0,0,0,0,0,0.0,1,57.29578
94571200,0,0,0,0,0,0.0,1,57.29578
94571300,0,0,0,0,0,0.0,1,57.29578
94571400,0,0,0,0,0,0.0,1,57.29578
94571500,0,0,0,0,0,0.0,1,57.29578
94571600,0,0,0,0,0,0.0,1,57.29578
94571700,0,0,0,0,0,0.0,1,57.29578
94571800,0,0,0,0,0,0.0,1,57.29578
94571900,0,0,0,0,0,0.0,1,57.29578
94572000,0,0,0,0,0,0.0,1,57.29578
94572100,0,0,0,0,0,0.0,1,57.29578
94572200,0,0,0,0,0,0.0,1,57.29578
94572300,0,0,0,0,0,0.0,1,57.29578
94572400,0,0,0,0,0,0.0,1,57.29578
94572500,0,0,0,0,0,0.0,1,57.29578
94572600,0,0,0,0,0,0.0,1,57.29578
94572700,0,0,0,0,0,0.0,1,57.29578
94572800,0,0,0,0,0,0.0,1,57.29578
94572900,0,0,0,0,0,0.0,1,57.29578
94573000,0,0,0,0,0,0.0,1,57.29578
94573100,0,0,0,0,0,0.0,1,57.29578
94573200,0,0,0,0,0,0.0,1,57.29578
94573300,0,0,0,0,0,0.0,1,57.29578
94573400,0,0,0,0,0,0.0,1,57.29578
94573500,0,0,0,0,0,0.0,1,57.29578
94573600,0,0,0,0,0,0.0,1,57.29578
94573700,0,0,0,0,0,0.0,1,57.29578
94573800,0,0,0,0,0,0.0,1,57.29578
94573900,0,0,0,0,0,0.0,1,57.29578
94574000,0,0,0,0,0,0.0,1,57.29578
94574100,0,0,0,0,0,0.0,1,57.29578
94574200,0,0,0,0,0,0.0,1,57.29578
94574300,0,0,0,0,0,0.0,1,57.29578
94574400,0,0,0,0,0,0.0,1,57.29578
94574500,0,0,0,0,0,0.0,1,57.29578
94574600,0,0,0,0,0,0.0,1,57.29578
94574700,0,0,0,0,0,0.0,1,57.29578
94574800,0,0,0,0,0,0.0,1,57.29578
94574900,0,0,0,0,0,0.0,1,57.29578
94575000,0,0,0,0,0,0.0,1,57.29578
94575100,0,0,0,0,0,0.0,1,57.29578
94575200,0,0,0,0,0,0.0,1,57.29578
94575300,0,0,0,0,0,0.0,1,57.29578
94575400,0,0,0,0,0,0.0,1,57.29578
94575500,0,0,0,0,0,0.0,1,57.29578
94575600,0,0,0,0,0,0.0,1,57.29578
94575700,0,0,0,0,0,0.0,1,57.29578
94575800,0,0,0,0,0,0.0,1,57.29578
94575900,0,0,0,0,0,0.0,1,57.29578
94576000,0,0,0,0,0,0.0,1,57.29578
94576100,0,0,0,0,0,0.0,1,57.29578
94576200,0,0,0,0,0,0.0,1,57.29578
94576300,0,0,0,0,0,0.0,1,57.29578
94576400,0,0,0,0,0,0.0,1,57.29578
94576500,0,0,0,0,0,0.0,1,57.29578
94576600,0,0,0,0,0,0.0,1,57.29578
94576700,0,0,0,0,0,0.0,1,57.29578
94576800,0,0,0,0,0,0.0,1,57.29578
94576900,0,0,0,0,0,0.0,1,57.29578
94577000,0,0,0,0,0,0.0,1,57.29578
94577100,0,0,0,0,0,0.0,1,57.29578
94577200,0,0,0,0,0,0.0,1,57.29578
94577300,0,0,0,0,0,0.0,1,57.29578
94577400,0,0,0,0,0,0.0,1,57.29578
94577500,0,0,0,0,0,0.0,1,57.29578
94577600,0,0,0,0,0,0.0,1,57.29578
94577700,0,0,0,0,0,0.0,1,57.29578
94577800,0,0,0,0,0,0.0,1,57.29578
94577900,0,0,0,0,0,0.0,1,57.29578
94578000,0,0,0,0,0,0.0,1,57.29578
94578100,0,0,0,0,0,0.0,1,57.29578
94578200,0,0,0,0,0,0.0,1,57.29578
94578300,0,0,0,0,0,0.0,1,57.29578
94578400,0,0,0,0,0,0.0,1,57.29578
94578500,0,0,0,0,0,0.0,1,57.29578
94578600,0,0,0,0,0,0.0,1,57.29578
94578700,0,0,0,0,0,0.0,1,57.29578
94578800,0,0,0,0,0,0.0,1,57.29578
94578900,0,0,0,0,0,0.0,1,57.29578
94579000,0,0,0,0,0,0.0,1,57.29578
94579100,0,0,0,0,0,0.0,1,57.29578
94579200,0,0,0,0,0,0.0,1,57.29578
94579300,0,0,0,0,0,0.0,1,57.29578
94579400,0,0,0,0,0,0.0,1,57.29578
94579500,0,0,0,0,0,0.0,1,57.29578
94579600,0,0,0,0,0,0.0,1,57.29578
94579700,0,0,0,0,0,0.0,1,57.29578
94579800,0,0,0,0,0,0.0,1,57.29578
94579900,0,0,0,0,0,0.0,1,57.29578
94580000,0,0,0,0,0,0.0,1,57.29578
94580100,0,0,0,0,0,0.0,1,57.29578
94580200,0,0,0,0,0,0.0,1,57.29578
94580300,0,0,0,0,0,0.0,1,57.29578
94580400,0,0,0,0,0,0.0,1,57.29578
94580500,0,0,0,0,0,0.0,1,57.29578
94580600,0,0,0,0,0,0.0,1,57.29578
94580700,0,0,0,0,0,0.0,1,57.29578
94580800,0,0,0,0,0,0.0,1,57.29578
94580900,0,0,0,0,0,0.0,1,57.29578
94581000,0,0,0,0,0,0.0,1,57.29578
94581100,0,0,0,0,0,0.0,1,57.29578
94581200,0,0,0,0,0,0.0,1,57.29578
94581300,0,0,0,0,0,0.0,1,57.29578
94581400,0,0,0,0,0,0.0,1,57.29578
94581500,0,0,0,0,0,0.0,1,57.29578
94581600,0,0,0,0,0,0.0,1,57.29578
94581700,0,0,0,0,0,0.0,1,57.29578
94581800,0,0,0,0,0,0.0,1,57.29578
94581900,0,0,0,0,0,0.0,1,57.29578
94582000,0,0,0,0,0,0.0,1,57.29578
94582100,0,0,0,0,0,0.0,1,57.29578
94582200,0,0,0,0,0,0.0,1,57.29578
94582300,0,0,0,0,0,0.0,1,57.29578
94582400,0,0,0,0,0,0.0,1,57.29578
94582500,0,0,0,0,0,0.0,1,57.29578
94582600,0,0,0,0,0,0.0,1,57.29578
94582700,0,0,0,0,0,0.0,1,57.29578
94582800,0,0,0,0,0,0.0,1,57.29578
94582900,0,0,0,0,0,0.0,1,57.29578
94583000,0,0,0,0,0,0.0,1,57.29578
94583100,0,0,0,0,0,0.0,1,57.29578
94583200,0,0,0,0,0,0.0,1,57.29578
94583300,0,0,0,0,0,0.0,1,57.29578
94583400,0,0,0,0,0,0.0,1,57.29578
94583500,0,0,0,0,0,0.0,1,57.29578
94583600,0,0,0,0,0,0.0,1,57.29578
94583700,0,0,0,0,0,0.0,1,57.29578
94583800,0,0,0,0,0,0.0,1,57.29578
94583900,0,0,0,0,0,0.0,1,57.29578
94584000,0,0,0,0,0,0.0,1,57.29578
94584100,0,0,0,0,0,0.0,1,57.29578
94584200,0,0,0,0,0,0.0,1,57.29578
94584300,0,0,0,0,0,0.0,1,57.29578
94584400,0,0,0,0,0,0.0,1,57.29578
94584500,0,0,0,0,0,0.0,1,57.29578
94584600,0,0,0,0,0,0.0,1,57.29578
94584700,0,0,0,0,0,0.0,1,57.29578
94584800,0,0,0,0,0,0.0,1,57.29578
94584900,0,0,0,0,0,0.0,1,57.29578
94585000,0,0,0,0,0,0.0,1,57.29578
94585100,0,0,0,0,0,0.0,1,57.29578
94585200,0,0,0,0,0,0.0,1,57.29578
94585300,0,0,0,0,0,0.0,1,57.29578
94585400,0,0,0,0,0,0.0,1,57.29578
94585500,0,0,0,0,0,0.0,1,57.29578
94585600,0,0,0,0,0,0.0,1,57.29578
94585700,0,0,0,0,0,0.0,1,57.29578
94585800,0,0,0,0,0,0.0,1,57.29578
94585900,0,0,0,0,0,0.0,1,57.29578
94586000,0,0,0,0,0,0.0,1,57.29578
94586100,0,0,0,0,0,0.0,1,57.29578
94586200,0,0,0,0,0,0.0,1,57.29578
94586300,0,0,0,0,0,0.0,1,57.29578
94586400,0,0,0,0,0,0.0,1,57.29578
94586500,0,0,0,0,0,0.0,1,57.29578
94586600,0,0,0,0,0,0.0,1,57.29578
94586700,0,0,0,0,0,0.0,1,57.29578
94586800,0,0,0,0,0,0.0,1,57.29578
94586900,0,0,0,0,0,0.0,1,57.29578
94587000,0,0,0,0,0,0.0,1,57.29578
94587100,0,0,0,0,0,0.0,1,57.29578
94587200,0,0,0,0,0,0.0,1,57.29578
94587300,0,0,0,0,0,0.0,1,57.29578
94587400,0,0,0,0,0,0.0,1,57.29578
94587500,0,0,0,0,0,0.0,1,57.29578
94587600,0,0,0,0,0,0.0,1,57.29578
94587700,0,0,0,0,0,0.0,1,57.29578
94587800,0,0,0,0,0,0.0,1,57.29578
94587900,0,0,0,0,0,0.0,1,57.29578
94588000,0,0,0,0,0,0.0,1,57.29578
94588200,0,0,0,0,0,0.0,1,57.29578
94588300,0,0,0,0,0,0.0,1,57.29578
94588400,0,0,0,0,0,0.0,1,57.29578
94588500,0,0,0,0,0,0.0,1,57.29578
94588600,0,0,0,0,0,0.0,1,57.29578
94588700,0,0,0,0,0,0.0,1,57.29578
94588800,0,0,0,0,0,0.0,1,57.29578
94588900,0,0,0,0,0,0.0,1,57.29578
94589000,0,0,0,0,0,0.0,1,57.29578
94589100,0,0,0,0,0,0.0,1,57.29578
94589200,0,0,0,0,0,0.0,1,57.29578
94589300,0,0,0,0,0,0.0,1,57.29578
94589400,0,0,0,0,0,0.0,1,57.29578
94589500,0,0,0,0,0,0.0,1,57.29578
94589600,0,0,0,0,0,0.0,1,57.29578
94589700,0,0,0,0,0,0.0,1,57.29578
94589800,0,0,0,0,0,0.0,1,57.29578
94589900,0,0,0,0,0,0.0,1,57.29578
94590000,0,0,0,0,0,0.0,1,57.29578
94590200,0,0,0,0,0,0.0,1,57.29578
94590300,0,0,0,0,0,0.0,1,57.29578
94590400,0,0,0,0,0,0.0,1,57.29578
94590500,0,0,0,0,0,0.0,1,57.29578
94590600,0,0,0,0,0,0.0,1,57.29578
94590700,0,0,0,0,0,0.0,1,57.29578
94590800,0,0,0,0,0,0.0,1,57.29578
94590900,0,0,0,0,0,0.0,1,57.29578
94591000,0,0,0,0,0,0.0,1,57.29578
94591100,0,0,0,0,0,0.0,1,57.29578
94591200,0,0,0,0,0,0.0,1,57.29578
94591300,0,0,0,0,0,0.0,1,57.29578
94591400,0,0,0,0,0,0.0,1,57.29578
94591500,0,0,0,0,0,0.0,1,57.29578
94591600,0,0,0,0,0,0.0,1,57.29578
94591700,0,0,0,0,0,0.0,1,57.29578
94591800,0,0,0,0,0,0.0,1,57.29578
94591900,0,0,0,0,0,0.0,1,57.29578
94592000,0,0,0,0,0,0.0,1,57.29578
94592100,0,0,0,0,0,0.0,1,57.29578
94592200,0,0,0,0,0,0.0,1,57.29578
94592300,0,0,0,0,0,0.0,1,57.29578
94592400,0,0,0,0,0,0.0,1,57.29578
94592500,0,0,0,0,0,0.0,1,57.29578
94592600,0,0,0,0,0,0.0,1,57.29578
94592700,0,0,0,0,0,0.0,1,57.29578
94592800,0,0,0,0,0,0.0,1,57.29578
94592900,0,0,0,0,0,0.0,1,57.29578
94593000,0,0,0,0,0,0.0,1,57.29578
94593100,0,0,0,0,0,0.0,1,57.29578
94593200,0,0,0,0,0,0.0,1,57.29578
94593300,0,0,0,0,0,0.0,1,57.29578
94593400,0,0,0,0,0,0.0,1,57.29578
94593500,0,0,0,0,0,0.0,1,57.29578
94593600,0,0,0,0,0,0.0,1,57.29578
94593700,0,0,0,0,0,0.0,1,57.29578
94593800,0,0,0,0,0,0.0,1,57.29578
94593900,0,0,0,0,0,0.0,1,57.29578
94594000,0,0,0,0,0,0.0,1,57.29578
94594100,0,0,0,0,0,0.0,1,57.29578
94594200,0,0,0,0,0,0.0,1,57.29578
94594300,0,0,0,0,0,0.0,1,57.29578
94594400,0,0,0,0,0,0.0,1,57.29578
94594500,0,0,0,0,0,0.0,1,57.29578
94594600,0,0,0,0,0,0.0,1,57.29578
94594700,0,0,0,0,0,0.0,1,57.29578
94594800,0,0,0,0,0,0.0,1,57.29578
94594900,0,0,0,0,0,0.0,1,57.29578
94595000,0,0,0,0,0,0.0,1,57.29578
94595100,0,0,0,0,0,0.0,1,57.29578
94595200,0,0,0,0,0,0.0,1,57.29578
94595300,0,0,0,0,0,0.0,1,57.29578
94595400,0,0,0,0,0,0.0,1,57.29578
94595500,0,0,0,0,0,0.0,1,57.29578
94595600,0,0,0,0,0,0.0,1,57.29578
94595700,0,0,0,0,0,0.0,1,57.29578
94595800,0,0,0,0,0,0.0,1,57.29578
94595900,0,0,0,0,0,0.0,1,57.29578
94596000,0,0,0,0,0,0.0,1,57.29578
94596100,0,0,0,0,0,0.0,1,57.29578
94596200,0,0,0,0,0,0.0,1,57.29578
94596300,0,0,0,0,0,0.0,1,57.29578
94596400,0,0,0,0,0,0.0,1,57.29578
94596500,0,0,0,0,0,0.0,1,57.29578
94596600,0,0,0,0,0,0.0,1,57.29578
94596700,0,0,0,0,0,0.0,1,57.29578
