iTOW,velN,velE,velD,speed,gSpeed,heading,sAcc,cAcc
94596800,0,0,0,0,0,0.0,1,57.29578
94596900,0,0,0,0,0,0.0,1,57.29578
94597000,0,0,0,0,0,0.0,1,57.29578
94597100,0,0,0,0,0,0.0,1,57.29578
94597200,0,0,0,0,0,0.0,1,57.29578
94597300,0,0,0,0,0,0.0,1,57.29578
94597400,0,0,0,0,0,0.0,1,57.29578
94597500,0,0,0,0,0,0.0,1,57.29578
94597600,0,0,0,0,0,0.0,1,57.29578
94597700,0,0,0,0,0,0.0,1,57.29578
94597800,0,0,0,0,0,0.0,1,57.29578
94597900,0,0,0,0,0,0.0,1,57.29578
94598000,0,0,0,0,0,0.0,1,57.29578
94598100,0,0,0,0,0,0.0,1,57.29578
94598200,0,0,0,0,0,0.0,1,57.29578
94598300,0,0,0,0,0,0.0,1,57.29578
94598400,0,0,0,0,0,0.0,1,57.29578
94598500,0,0,0,0,0,0.0,1,57.29578
94598600,0,0,0,0,0,0.0,1,57.29578
94598700,0,0,0,0,0,0.0,1,57.29578
94598800,0,0,0,0,0,0.0,1,57.29578
94598900,0,0,0,0,0,0.0,1,57.29578
94599000,0,0,0,0,0,0.0,1,57.29578
94599100,0,0,0,0,0,0.0,1,57.29578
94599200,0,0,0,0,0,0.0,1,57.29578
94599300,0,0,0,0,0,0.0,1,57.29578
94599400,0,0,0,0,0,0.0,1,57.29578
94599500,0,0,0,0,0,0.0,1,57.29578
94599600,0,0,0,0,0,0.0,1,57.29578
94599700,0,0,0,0,0,0.0,1,57.29578
94599800,0,0,0,0,0,0.0,1,57.29578
94599900,0,0,0,0,0,0.0,1,57.29578
94600000,0,0,0,0,0,0.0,1,57.29578
94600100,0,0,0,0,0,0.0,1,57.29578
94600200,0,0,0,0,0,0.0,1,57.29578
94600300,0,0,0,0,0,0.0,1,57.29578
94600400,0,0,0,0,0,0.0,1,57.29578
94600500,0,0,0,0,0,0.0,1,57.29578
94600600,0,0,0,0,0,0.0,1,57.29578
94600700,0,0,0,0,0,0.0,1,57.29578
94600800,0,0,0,0,0,0.0,1,57.29578
94600900,0,0,0,0,0,0.0,1,57.29578
94601000,0,0,0,0,0,0.0,1,57.29578
94601100,0,0,0,0,0,0.0,1,57.29578
94601200,0,0,0,0,0,0.0,1,57.29578
94601300,0,0,0,0,0,0.0,1,57.29578
94601400,0,0,0,0,0,0.0,1,57.29578
94601500,0,0,0,0,0,0.0,1,57.29578
94601600,0,0,0,0,0,0.0,1,57.29578
94601700,0,0,0,0,0,0.0,1,57.29578
94601800,0,0,0,0,0,0.0,1,57.29578
94601900,0,0,0,0,0,0.0,1,57.29578
94602000,0,0,0,0,0,0.0,1,57.29578
94602100,0,0,0,0,0,0.0,1,57.29578
94602200,0,0,0,0,0,0.0,1,57.29578
94602300,0,0,0,0,0,0.0,1,57.29578
94602400,0,0,0,0,0,0.0,1,57.29578
94602500,0,0,0,0,0,0.0,1,57.29578
94602600,0,0,0,0,0,0.0,1,57.29578
94602700,0,0,0,0,0,0.0,1,57.29578
94602800,0,0,0,0,0,0.0,1,57.29578
94602900,0,0,0,0,0,0.0,1,57.29578
94603000,0,0,0,0,0,0.0,1,57.29578
94603100,0,0,0,0,0,0.0,1,57.29578
94603200,0,0,0,0,0,0.0,1,57.29578
94603300,0,0,0,0,0,0.0,1,57.29578
94603400,0,0,0,0,0,0.0,1,57.29578
94603500,0,0,0,0,0,0.0,1,57.29578
94603600,0,0,0,0,0,0.0,1,57.29578
94603700,0,0,0,0,0,0.0,1,57.29578
94603800,0,0,0,0,0,0.0,1,57.29578
94603900,0,0,0,0,0,0.0,1,57.29578
94604000,0,0,0,0,0,0.0,1,57.29578
94604100,0,0,0,0,0,0.0,1,57.29578
94604200,0,0,0,0,0,0.0,1,57.29578
94604300,0,0,0,0,0,0.0,1,57.29578
94604400,0,0,0,0,0,0.0,1,57.29578
94604500,0,0,0,0,0,0.0,1,57.29578
94604600,0,0,0,0,0,0.0,1,57.29578
94604800,0,0,0,0,0,0.0,1,57.29578
94604900,0,0,0,0,0,0.0,1,57.29578
94605000,0,0,0,0,0,0.0,1,57.29578
94605100,0,0,0,0,0,0.0,1,57.29578
94606000,0,0,0,0,0,0.0,1,57.29578
94606100,0,0,0,0,0,0.0,1,57.29578
94606200,0,0,0,0,0,0.0,1,57.29578
94606300,0,0,0,0,0,0.0,1,57.29578
94606400,0,0,0,0,0,0.0,1,57.29578
94607000,0,0,0,0,0,0.0,1,57.29578
94607100,0,0,0,0,0,0.0,1,57.29578
94607200,0,0,0,0,0,0.0,1,57.29578
94607300,0,0,0,0,0,0.0,1,57.29578
94608000,0,0,0,0,0,0.0,1,57.29578
94608100,0,0,0,0,0,0.0,1,57.29578
94608200,0,0,0,0,0,0.0,1,57.29578
94608300,0,0,0,0,0,0.0,1,57.29578
94608400,0,0,0,0,0,0.0,1,57.29578
94609100,0,0,0,0,0,0.0,1,57.29578
94609200,0,0,0,0,0,0.0,1,57.29578
94609300,0,0,0,0,0,0.0,1,57.29578
94609400,0,0,0,0,0,0.0,1,57.29578
94609500,0,0,0,0,0,0.0,1,57.29578
94610200,0,0,0,0,0,0.0,1,57.29578
94610300,0,0,0,0,0,0.0,1,57.29578
94610400,0,0,0,0,0,0.0,1,57.29578
94610500,0,0,0,0,0,0.0,1,57.29578
94610600,0,0,0,0,0,0.0,1,57.29578
94611700,0,0,0,0,0,0.0,1,57.29578
94612400,0,0,0,0,0,0.0,1,57.29578
94612500,0,0,0,0,0,0.0,1,57.29578
94612600,0,0,0,0,0,0.0,1,57.29578
94612700,0,0,0,0,0,0.0,1,57.29578
94613500,0,0,0,0,0,0.0,1,57.29578
94613600,0,0,0,0,0,0.0,1,57.29578
94613700,0,0,0,0,0,0.0,1,57.29578
94613800,0,0,0,0,0,0.0,1,57.29578
94614600,0,0,0,0,0,0.0,1,57.29578
94614700,0,0,0,0,0,0.0,1,57.29578
94614800,0,0,0,0,0,0.0,1,57.29578
94614900,0,0,0,0,0,0.0,1,57.29578
94615000,0,0,0,0,0,0.0,1,57.29578
94615800,0,0,0,0,0,0.0,1,57.29578
94615900,0,0,0,0,0,0.0,1,57.29578
94616000,0,0,0,0,0,0.0,1,57.29578
94616100,0,0,0,0,0,0.0,1,57.29578
94617000,0,0,0,0,0,0.0,1,57.29578
94617100,0,0,0,0,0,0.0,1,57.29578
94617200,0,0,0,0,0,0.0,1,57.29578
94617300,0,0,0,0,0,0.0,1,57.29578
94618100,0,0,0,0,0,0.0,1,57.29578
94618200,0,0,0,0,0,0.0,1,57.29578
94618300,0,0,0,0,0,0.0,1,57.29578
94618400,0,0,0,0,0,0.0,1,57.29578
94618500,0,0,0,0,0,0.0,1,57.29578
94619200,0,0,0,0,0,0.0,1,57.29578
94619300,0,0,0,0,0,0.0,1,57.29578
94619400,0,0,0,0,0,0.0,1,57.29578
94619500,0,0,0,0,0,0.0,1,57.29578
94619700,0,0,0,0,0,0.0,1,57.29578
94619800,0,0,0,0,0,0.0,1,57.29578
94619900,0,0,0,0,0,0.0,1,57.29578
94620000,0,0,0,0,0,0.0,1,57.29578
94620200,0,0,0,0,0,0.0,1,57.29578
94620300,0,0,0,0,0,0.0,1,57.29578
94620400,0,0,0,0,0,0.0,1,57.29578
94620500,0,0,0,0,0,0.0,1,57.29578
94620600,0,0,0,0,0,0.0,1,57.29578
94620700,0,0,0,0,0,0.0,1,57.29578
94620800,0,0,0,0,0,0.0,1,57.29578
94620900,0,0,0,0,0,0.0,1,57.29578
94621000,0,0,0,0,0,0.0,1,57.29578
94621100,0,0,0,0,0,0.0,1,57.29578
94621200,0,0,0,0,0,0.0,1,57.29578
94621300,0,0,0,0,0,0.0,1,57.29578
94621400,0,0,0,0,0,0.0,1,57.29578
94621500,0,0,0,0,0,0.0,1,57.29578
94621600,0,0,0,0,0,0.0,1,57.29578
94621700,0,0,0,0,0,0.0,1,57.29578
94621800,0,0,0,0,0,0.0,1,57.29578
94621900,0,0,0,0,0,0.0,1,57.29578
94622000,0,0,0,0,0,0.0,1,57.29578
94622100,0,0,0,0,0,0.0,1,57.29578
94622200,0,0,0,0,0,0.0,1,57.29578
94622300,0,0,0,0,0,0.0,1,57.29578
94622400,0,0,0,0,0,0.0,1,57.29578
94622500,0,0,0,0,0,0.0,1,57.29578
94622600,0,0,0,0,0,0.0,1,57.29578
94622700,0,0,0,0,0,0.0,1,57.29578
94622800,0,0,0,0,0,0.0,1,57.29578
94622900,0,0,0,0,0,0.0,1,57.29578
94623000,0,0,0,0,0,0.0,1,57.29578
94623100,0,0,0,0,0,0.0,1,57.29578
94623200,0,0,0,0,0,0.0,1,57.29578
94623300,0,0,0,0,0,0.0,1,57.29578
94623400,0,0,0,0,0,0.0,1,57.29578
94623500,0,0,0,0,0,0.0,1,57.29578
94623600,0,0,0,0,0,0.0,1,57.29578
94623700,0,0,0,0,0,0.0,1,57.29578
94623800,0,0,0,0,0,0.0,1,57.29578
94623900,0,0,0,0,0,0.0,1,57.29578
94624000,0,0,0,0,0,0.0,1,57.29578
94624100,0,0,0,0,0,0.0,1,57.29578
94624200,0,0,0,0,0,0.0,1,57.29578
94624300,0,0,0,0,0,0.0,1,57.29578
94624400,0,0,0,0,0,0.0,1,57.29578
94624500,0,0,0,0,0,0.0,1,57.29578
94624600,0,0,0,0,0,0.0,1,57.29578
94624700,0,0,0,0,0,0.0,1,57.29578
94624800,0,0,0,0,0,0.0,1,57.29578
94624900,0,0,0,0,0,0.0,1,57.29578
94625000,0,0,0,0,0,0.0,1,57.29578
94625100,0,0,0,0,0,0.0,1,57.29578
94625200,0,0,0,0,0,0.0,1,57.29578
94625300,0,0,0,0,0,0.0,1,57.29578
94625400,0,0,0,0,0,0.0,1,57.29578
94625500,0,0,0,0,0,0.0,1,57.29578
94625600,0,0,0,0,0,0.0,1,57.29578
94625700,0,0,0,0,0,0.0,1,57.29578
94625800,0,0,0,0,0,0.0,1,57.29578
94625900,0,0,0,0,0,0.0,1,57.29578
94626000,0,0,0,0,0,0.0,1,57.29578
94626100,0,0,0,0,0,0.0,1,57.29578
94626200,0,0,0,0,0,0.0,1,57.29578
94626300,0,0,0,0,0,0.0,1,57.29578
94626400,0,0,0,0,0,0.0,1,57.29578
94626500,0,0,0,0,0,0.0,1,57.29578
94626600,0,0,0,0,0,0.0,1,57.29578
94626700,0,0,0,0,0,0.0,1,57.29578
94626800,0,0,0,0,0,0.0,1,57.29578
94626900,0,0,0,0,0,0.0,1,57.29578
94627000,0,0,0,0,0,0.0,1,57.29578
94627100,0,0,0,0,0,0.0,1,57.29578
94627200,0,0,0,0,0,0.0,1,57.29578
94627300,0,0,0,0,0,0.0,1,57.29578
94627400,0,0,0,0,0,0.0,1,57.29578
94627500,0,0,0,0,0,0.0,1,57.29578
94627600,0,0,0,0,0,0.0,1,57.29578
94627700,0,0,0,0,0,0.0,1,57.29578
94627800,0,0,0,0,0,0.0,1,57.29578
94627900,0,0,0,0,0,0.0,1,57.29578
94628000,0,0,0,0,0,0.0,1,57.29578
94628100,0,0,0,0,0,0.0,1,57.29578
94628200,0,0,0,0,0,0.0,1,57.29578
94628400,0,0,0,0,0,0.0,1,57.29578
94628500,0,0,0,0,0,0.0,1,57.29578
94628600,0,0,0,0,0,0.0,1,57.29578
94628700,0,0,0,0,0,0.0,1,57.29578
94628800,0,0,0,0,0,0.0,1,57.29578
94628900,0,0,0,0,0,0.0,1,57.29578
94629000,0,0,0,0,0,0.0,1,57.29578
94629100,0,0,0,0,0,0.0,1,57.29578
94629200,0,0,0,0,0,0.0,1,57.29578
94629300,0,0,0,0,0,0.0,1,57.29578
94629400,0,0,0,0,0,0.0,1,57.29578
94629500,0,0,0,0,0,0.0,1,57.29578
94629600,0,0,0,0,0,0.0,1,57.29578
94629700,0,0,0,0,0,0.0,1,57.29578
94629900,0,0,0,0,0,0.0,1,57.29578
94630000,0,0,0,0,0,0.0,1,57.29578
94630200,0,0,0,0,0,0.0,1,57.29578
94630300,0,0,0,0,0,0.0,1,57.29578
94630400,0,0,0,0,0,0.0,1,57.29578
94630500,0,0,0,0,0,0.0,1,57.29578
94630600,0,0,0,0,0,0.0,1,57.29578
94630700,0,0,0,0,0,0.0,1,57.29578
94630800,0,0,0,0,0,0.0,1,57.29578
94630900,0,0,0,0,0,0.0,1,57.29578
94631000,0,0,0,0,0,0.0,1,57.29578
94631100,0,0,0,0,0,0.0,1,57.29578
94631200,0,0,0,0,0,0.0,1,57.29578
94631300,0,0,0,0,0,0.0,1,57.29578
94631400,0,0,0,0,0,0.0,1,57.29578
94631500,0,0,0,0,0,0.0,1,57.29578
94631600,0,0,0,0,0,0.0,1,57.29578
94631700,0,0,0,0,0,0.0,1,57.29578
94631800,0,0,0,0,0,0.0,1,57.29578
94631900,0,0,0,0,0,0.0,1,57.29578
94632000,0,0,0,0,0,0.0,1,57.29578
94632100,0,0,0,0,0,0.0,1,57.29578
94632200,0,0,0,0,0,0.0,1,57.29578
94632300,0,0,0,0,0,0.0,1,57.29578
94632400,0,0,0,0,0,0.0,1,57.29578
94632500,0,0,0,0,0,0.0,1,57.29578
94632600,0,0,0,0,0,0.0,1,57.29578
94632700,0,0,0,0,0,0.0,1,57.29578
94632800,0,0,0,0,0,0.0,1,57.29578
94632900,0,0,0,0,0,0.0,1,57.29578
94633000,0,0,0,0,0,0.0,1,57.29578
94633200,0,0,0,0,0,0.0,1,57.29578
94633300,0,0,0,0,0,0.0,1,57.29578
94633400,0,0,0,0,0,0.0,1,57.29578
94633500,0,0,0,0,0,0.0,1,57.29578
94633600,0,0,0,0,0,0.0,1,57.29578
94633700,0,0,0,0,0,0.0,1,57.29578
94633800,0,0,0,0,0,0.0,1,57.29578
94633900,0,0,0,0,0,0.0,1,57.29578
94634000,0,0,0,0,0,0.0,1,57.29578
94634100,0,0,0,0,0,0.0,1,57.29578
94634200,0,0,0,0,0,0.0,1,57.29578
94634300,0,0,0,0,0,0.0,1,57.29578
94634400,0,0,0,0,0,0.0,1,57.29578
94634500,0,0,0,0,0,0.0,1,57.29578
94634600,0,0,0,0,0,0.0,1,57.29578
94634700,0,0,0,0,0,0.0,1,57.29578
94634800,0,0,0,0,0,0.0,1,57.29578
94634900,0,0,0,0,0,0.0,1,57.29578
94635000,0,0,0,0,0,0.0,1,57.29578
94635100,0,0,0,0,0,0.0,1,57.29578
94635200,0,0,0,0,0,0.0,1,57.29578
94635300,0,0,0,0,0,0.0,1,57.29578
94635400,0,0,0,0,0,0.0,1,57.29578
94635500,0,0,0,0,0,0.0,1,57.29578
94635600,0,0,0,0,0,0.0,1,57.29578
94635700,0,0,0,0,0,0.0,1,57.29578
94635800,0,0,0,0,0,0.0,1,57.29578
94635900,0,0,0,0,0,0.0,1,57.29578
94636000,0,0,0,0,0,0.0,1,57.29578
94636100,0,0,0,0,0,0.0,1,57.29578
94636200,0,0,0,0,0,0.0,1,57.29578
94636300,0,0,0,0,0,0.0,1,57.29578
94636400,0,0,0,0,0,0.0,1,57.29578
94636500,0,0,0,0,0,0.0,1,57.29578
94636600,0,0,0,0,0,0.0,1,57.29578
94636700,0,0,0,0,0,0.0,1,57.29578
94636800,0,0,0,0,0,0.0,1,57.29578
94636900,0,0,0,0,0,0.0,1,57.29578
94637000,0,0,0,0,0,0.0,1,57.29578
94637100,0,0,0,0,0,0.0,1,57.29578
94637200,0,0,0,0,0,0.0,1,57.29578
94637300,0,0,0,0,0,0.0,1,57.29578
94637400,0,0,0,0,0,0.0,1,57.29578
94637500,0,0,0,0,0,0.0,1,57.29578
94637600,0,0,0,0,0,0.0,1,57.29578
94637700,0,0,0,0,0,0.0,1,57.29578
94637800,0,0,0,0,0,0.0,1,57.29578
94637900,0,0,0,0,0,0.0,1,57.29578
94638000,0,0,0,0,0,0.0,1,57.29578
94638100,0,0,0,0,0,0.0,1,57.29578
94638200,0,0,0,0,0,0.0,1,57.29578
94638300,0,0,0,0,0,0.0,1,57.29578
94638400,0,0,0,0,0,0.0,1,57.29578
94638500,0,0,0,0,0,0.0,1,57.29578
94638600,0,0,0,0,0,0.0,1,57.29578
94638700,0,0,0,0,0,0.0,1,57.29578
94638800,0,0,0,0,0,0.0,1,57.29578
94638900,0,0,0,0,0,0.0,1,57.29578
94639000,0,0,0,0,0,0.0,1,57.29578
94639100,0,0,0,0,0,0.0,1,57.29578
94639200,0,0,0,0,0,0.0,1,57.29578
94639300,0,0,0,0,0,0.0,1,57.29578
94639400,0,0,0,0,0,0.0,1,57.29578
94639500,0,0,0,0,0,0.0,1,57.29578
94639600,0,0,0,0,0,0.0,1,57.29578
94639700,0,0,0,0,0,0.0,1,57.29578
94639800,0,0,0,0,0,0.0,1,57.29578
94639900,0,0,0,0,0,0.0,1,57.29578
94640000,0,0,0,0,0,0.0,1,57.29578
94640100,0,0,0,0,0,0.0,1,57.29578
94640200,0,0,0,0,0,0.0,1,57.29578
94640300,0,0,0,0,0,0.0,1,57.29578
94640400,0,0,0,0,0,0.0,1,57.29578
94640500,0,0,0,0,0,0.0,1,57.29578
94640600,0,0,0,0,0,0.0,1,57.29578
94640700,0,0,0,0,0,0.0,1,57.29578
94640800,0,0,0,0,0,0.0,1,57.29578
94640900,0,0,0,0,0,0.0,1,57.29578
94641000,0,0,0,0,0,0.0,1,57.29578
94641100,0,0,0,0,0,0.0,1,57.29578
94641200,0,0,0,0,0,0.0,1,57.29578
94641300,0,0,0,0,0,0.0,1,57.29578
94641400,0,0,0,0,0,0.0,1,57.29578
94641500,0,0,0,0,0,0.0,1,57.29578
94641600,0,0,0,0,0,0.0,1,57.29578
94641700,0,0,0,0,0,0.0,1,57.29578
94641800,0,0,0,0,0,0.0,1,57.29578
94641900,0,0,0,0,0,0.0,1,57.29578
94642000,0,0,0,0,0,0.0,1,57.29578
94642100,0,0,0,0,0,0.0,1,57.29578
94642200,0,0,0,0,0,0.0,1,57.29578
94642300,0,0,0,0,0,0.0,1,57.29578
94642400,0,0,0,0,0,0.0,1,57.29578
94642500,0,0,0,0,0,0.0,1,57.29578
94642600,0,0,0,0,0,0.0,1,57.29578
94642700,0,0,0,0,0,0.0,1,57.29578
94642800,0,0,0,0,0,0.0,1,57.29578
94642900,0,0,0,0,0,0.0,1,57.29578
94643000,0,0,0,0,0,0.0,1,57.29578
94643100,0,0,0,0,0,0.0,1,57.29578
94643200,0,0,0,0,0,0.0,1,57.29578
94643300,0,0,0,0,0,0.0,1,57.29578
94643400,0,0,0,0,0,0.0,1,57.29578
94643500,0,0,0,0,0,0.0,1,57.29578
94643600,0,0,0,0,0,0.0,1,57.29578
94643700,0,0,0,0,0,0.0,1,57.29578
94643800,0,0,0,0,0,0.0,1,57.29578
94643900,0,0,0,0,0,0.0,1,57.29578
94644000,0,0,0,0,0,0.0,1,57.29578
94644100,0,0,0,0,0,0.0,1,57.29578
94644200,0,0,0,0,0,0.0,1,57.29578
94644300,0,0,0,0,0,0.0,1,57.29578
94644400,0,0,0,0,0,0.0,1,57.29578
94644500,0,0,0,0,0,0.0,1,57.29578
94644600,0,0,0,0,0,0.0,1,57.29578
94644700,0,0,0,0,0,0.0,1,57.29578
94644800,0,0,0,0,0,0.0,1,57.29578
94644900,0,0,0,0,0,0.0,1,57.29578
94645000,0,0,0,0,0,0.0,1,57.29578
94645100,0,0,0,0,0,0.0,1,57.29578
94645200,0,0,0,0,0,0.0,1,57.29578
94645300,0,0,0,0,0,0.0,1,57.29578
94645400,0,0,0,0,0,0.0,1,57.29578
94645500,0,0,0,0,0,0.0,1,57.29578
94645600,0,0,0,0,0,0.0,1,57.29578
94645700,0,0,0,0,0,0.0,1,57.29578
94645800,0,0,0,0,0,0.0,1,57.29578
94645900,0,0,0,0,0,0.0,1,57.29578
94646000,0,0,0,0,0,0.0,1,57.29578
94646100,0,0,0,0,0,0.0,1,57.29578
94646200,0,0,0,0,0,0.0,1,57.29578
94646300,0,0,0,0,0,0.0,1,57.29578
94646400,0,0,0,0,0,0.0,1,57.29578
94646500,0,0,0,0,0,0.0,1,57.29578
94646600,0,0,0,0,0,0.0,1,57.29578
94646700,0,0,0,0,0,0.0,1,57.29578
94646800,0,0,0,0,0,0.0,1,57.29578
94646900,0,0,0,0,0,0.0,1,57.29578
94647000,0,0,0,0,0,0.0,1,57.29578
94647100,0,0,0,0,0,0.0,1,57.29578
94647200,0,0,0,0,0,0.0,1,57.29578
94647300,0,0,0,0,0,0.0,1,57.29578
94647400,0,0,0,0,0,0.0,1,57.29578
94647500,0,0,0,0,0,0.0,1,57.29578
94647600,0,0,0,0,0,0.0,1,57.29578
94647700,0,0,0,0,0,0.0,1,57.29578
94647800,0,0,0,0,0,0.0,1,57.29578
94647900,0,0,0,0,0,0.0,1,57.29578
94648000,0,0,0,0,0,0.0,1,57.29578
94648100,0,0,0,0,0,0.0,1,57.29578
94648200,0,0,0,0,0,0.0,1,57.29578
94648300,0,0,0,0,0,0.0,1,57.29578
94648400,0,0,0,0,0,0.0,1,57.29578
94648500,0,0,0,0,0,0.0,1,57.29578
94648600,0,0,0,0,0,0.0,1,57.29578
94648700,0,0,0,0,0,0.0,1,57.29578
94648800,0,0,0,0,0,0.0,1,57.29578
94648900,0,0,0,0,0,0.0,1,57.29578
94649000,0,0,0,0,0,0.0,1,57.29578
94649100,0,0,0,0,0,0.0,1,57.29578
94649200,0,0,0,0,0,0.0,1,57.29578
94649300,0,0,0,0,0,0.0,1,57.29578
94649400,0,0,0,0,0,0.0,1,57.29578
94649500,0,0,0,0,0,0.0,1,57.29578
94649600,0,0,0,0,0,0.0,1,57.29578
94649700,0,0,0,0,0,0.0,1,57.29578
94649800,0,0,0,0,0,0.0,1,57.29578
94649900,0,0,0,0,0,0.0,1,57.29578
94650000,0,0,0,0,0,0.0,1,57.29578
94650100,0,0,0,0,0,0.0,1,57.29578
94650200,0,0,0,0,0,0.0,1,57.29578
94650300,0,0,0,0,0,0.0,1,57.29578
94650400,0,0,0,0,0,0.0,1,57.29578
94650500,0,0,0,0,0,0.0,1,57.29578
94650600,0,0,0,0,0,0.0,1,57.29578
94650700,0,0,0,0,0,0.0,1,57.29578
94650800,0,0,0,0,0,0.0,1,57.29578
94650900,0,0,0,0,0,0.0,1,57.29578
94651000,0,0,0,0,0,0.0,1,57.29578
94651100,0,0,0,0,0,0.0,1,57.29578
94651200,0,0,0,0,0,0.0,1,57.29578
94651300,0,0,0,0,0,0.0,1,57.29578
94651400,0,0,0,0,0,0.0,1,57.29578
94651500,0,0,0,0,0,0.0,1,57.29578
94651600,0,0,0,0,0,0.0,1,57.29578
94651700,0,0,0,0,0,0.0,1,57.29578
94651800,0,0,0,0,0,0.0,1,57.29578
94651900,0,0,0,0,0,0.0,1,57.29578
94652000,0,0,0,0,0,0.0,1,57.29578
94652200,0,0,0,0,0,0.0,1,57.29578
94652300,0,0,0,0,0,0.0,1,57.29578
94652400,0,0,0,0,0,0.0,1,57.29578
94652500,0,0,0,0,0,0.0,1,57.29578
94652600,0,0,0,0,0,0.0,1,57.29578
94652700,0,0,0,0,0,0.0,1,57.29578
94652800,0,0,0,0,0,0.0,1,57.29578
94652900,0,0,0,0,0,0.0,1,57.29578
94653000,0,0,0,0,0,0.0,1,57.29578
94653100,0,0,0,0,0,0.0,1,57.29578
94653200,0,0,0,0,0,0.0,1,57.29578
94653300,0,0,0,0,0,0.0,1,57.29578
94653400,0,0,0,0,0,0.0,1,57.29578
94653500,0,0,0,0,0,0.0,1,57.29578
94653600,0,0,0,0,0,0.0,1,57.29578
94653700,0,0,0,0,0,0.0,1,57.29578
94653800,0,0,0,0,0,0.0,1,57.29578
94653900,0,0,0,0,0,0.0,1,57.29578
94654000,0,0,0,0,0,0.0,1,57.29578
94654100,0,0,0,0,0,0.0,1,57.29578
94654200,0,0,0,0,0,0.0,1,57.29578
94654300,0,0,0,0,0,0.0,1,57.29578
94654400,0,0,0,0,0,0.0,1,57.29578
94654500,0,0,0,0,0,0.0,1,57.29578
94654600,0,0,0,0,0,0.0,1,57.29578
94654700,0,0,0,0,0,0.0,1,57.29578
94654800,0,0,0,0,0,0.0,1,57.29578
94654900,0,0,0,0,0,0.0,1,57.29578
94655000,0,0,0,0,0,0.0,1,57.29578
94655200,0,0,0,0,0,0.0,1,57.29578
94655300,0,0,0,0,0,0.0,1,57.29578
94655400,0,0,0,0,0,0.0,1,57.29578
94655500,0,0,0,0,0,0.0,1,57.29578
94655600,0,0,0,0,0,0.0,1,57.29578
94655700,0,0,0,0,0,0.0,1,57.29578
94655800,0,0,0,0,0,0.0,1,57.29578
94655900,0,0,0,0,0,0.0,1,57.29578
94656000,0,0,0,0,0,0.0,1,57.29578
94656200,0,0,0,0,0,0.0,1,57.29578
94656300,0,0,0,0,0,0.0,1,57.29578
94656400,0,0,0,0,0,0.0,1,57.29578
94656500,0,0,0,0,0,0.0,1,57.29578
94656600,0,0,0,0,0,0.0,1,57.29578
94656700,0,0,0,0,0,0.0,1,57.29578
94656800,0,0,0,0,0,0.0,1,57.29578
94656900,0,0,0,0,0,0.0,1,57.29578
94657000,0,0,0,0,0,0.0,1,57.29578
94657100,0,0,0,0,0,0.0,1,57.29578
94657200,0,0,0,0,0,0.0,1,57.29578
94657300,0,0,0,0,0,0.0,1,57.29578
94657400,0,0,0,0,0,0.0,1,57.29578
94657500,0,0,0,0,0,0.0,1,57.29578
94657600,0,0,0,0,0,0.0,1,57.29578
94657700,0,0,0,0,0,0.0,1,57.29578
94657800,0,0,0,0,0,0.0,1,57.29578
94657900,0,0,0,0,0,0.0,1,57.29578
94658000,0,0,0,0,0,0.0,1,57.29578
94658100,0,0,0,0,0,0.0,1,57.29578
94658200,0,0,0,0,0,0.0,1,57.29578
94658300,0,0,0,0,0,0.0,1,57.29578
94658400,0,0,0,0,0,0.0,1,57.29578
94658500,0,0,0,0,0,0.0,1,57.29578
94658600,0,0,0,0,0,0.0,1,57.29578
94658700,0,0,0,0,0,0.0,1,57.29578
94658800,0,0,0,0,0,0.0,1,57.29578
94658900,0,0,0,0,0,0.0,1,57.29578
94659000,0,0,0,0,0,0.0,1,57.29578
94659100,0,0,0,0,0,0.0,1,57.29578
